MaPhim,NgayPhatHanh,NamPhatHanh,DiemDanhGiaTB,SoLuotDanhGia,DuSoLuotDanhGia,DoPhoBien,ThoiLuong,ThoiLuongAPI,ThoiLuongPhanTich,NguonThoiLuong,NganSach,NganSachAPI,NganSachPhanTich,NguonNganSach,DoanhThu,DoanhThuAPI,DoanhThuPhanTich,NguonDoanhThu,LoiNhuan,TySuatDoanhThuNganSach,CoThoiLuong,CoNganSach,CoDoanhThu,ThoiLuongBatThuong,NhomDiemDanhGia,NhomDoPhoBien,NhomThoiLuong,NhomDoanhThu
442298,2016-05-20,2016,6.0,3,False,1.717,90.0,,90,Gốc,,,,Không có,63480.0,,63480,Gốc,,,True,False,True,False,Trung binh,Trung binh,Trung binh,Thap
929770,2022-01-22,2022,6.0,3,False,2.122,90.0,90,90,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
1152376,2023-07-15,2023,5.333,3,False,2.883,99.0,99,99,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
373947,2001-08-31,2001,5.0,3,False,3.594,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Trung binh,nan
75464,2011-07-08,2011,4.7,3,False,0.769,93.0,,93,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Thap,Trung binh,nan
342270,2015-06-18,2015,3.333,3,False,3.371,105.0,,105,Gốc,500.0,,500,Gốc,,,,Không có,,,True,True,False,False,Thap,Cao,Trung binh,nan
62682,2009-03-12,2009,6.0,3,False,0.984,64.0,,64,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
440127,2017-02-12,2017,7.7,3,False,0.6,287.0,,287,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Dai,nan
75678,2006-12-29,2006,5.2,3,False,0.6,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Trung binh,Thap,nan,nan
930789,2020-01-06,2020,7.7,3,False,0.6,64.0,64,64,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Ngan,nan
1112863,2023-05-10,2023,2.667,3,False,4.711,89.0,,89,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Ngan,nan
409725,2000-03-28,2000,5.7,3,False,0.6,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Trung binh,nan
341395,2004-01-01,2004,8.667,3,False,0.6,115.0,,115,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Dai,nan
439603,2017-02-02,2017,5.3,3,False,1.121,88.0,,88,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
374253,2011-01-02,2011,4.7,3,False,0.6,,104,104,API,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Thap,Trung binh,nan
551777,2018-09-30,2018,6.0,3,False,1.286,109.0,,109,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
672829,2018-01-26,2018,4.667,3,False,0.6,73.0,,73,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Thap,Ngan,nan
811512,2002-09-28,2002,9.3,3,False,0.6,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Cao,Thap,nan,nan
673407,2020-01-22,2020,6.5,3,False,10.682,62.0,62,62,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
218697,2013-04-28,2013,3.2,3,False,0.924,,91,91,API,,,,Không có,,663637,663637,API,,,True,False,True,False,Thap,Thap,Trung binh,Thap
216677,2010-01-21,2010,6.0,3,False,0.787,96.0,96,96,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Trung binh,nan
554136,2018-11-14,2018,3.3,3,False,3.294,105.0,,105,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Trung binh,nan
218280,2010-09-01,2010,5.0,3,False,0.683,77.0,,77,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Thap,Ngan,nan
217732,2001-01-01,2001,5.7,3,False,0.6,6.0,,6,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
153438,2009-10-25,2009,4.0,3,False,1.542,102.0,,102,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
37528,2009-12-30,2009,3.3,3,False,3.304,87.0,,87,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Ngan,nan
546287,2018-03-22,2018,6.3,3,False,1.954,106.0,,106,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
546589,2020-02-20,2020,6.667,3,False,1.418,95.0,95,95,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
153146,2005-08-18,2005,5.3,3,False,1.517,106.0,,106,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
544581,2018-05-31,2018,4.7,3,False,36.336,80.0,80,80,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Ngan,nan
548992,2012-03-08,2012,7.7,3,False,0.822,109.0,,109,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Dai,nan
49286,2003-03-24,2003,4.7,3,False,1.541,93.0,,93,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
547991,2021-03-04,2021,6.3,3,False,2.255,77.0,,77,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
803623,2021-05-05,2021,5.667,3,False,1.856,108.0,,108,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
569123,2019-04-04,2019,5.667,3,False,0.6,90.0,90,90,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Trung binh,nan
45092,2009-10-15,2009,4.333,3,False,1.931,101.0,,101,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
572784,2019-01-04,2019,5.0,3,False,0.954,113.0,,113,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Thap,Dai,nan
570899,2018-04-04,2018,5.8,3,False,1.516,98.0,,98,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
209846,2011-09-10,2011,5.0,3,False,1.413,90.0,,90,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
667707,2022-12-15,2022,3.667,3,False,2.983,108.0,,108,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Dai,nan
571707,2009-09-07,2009,8.3,3,False,0.682,144.0,,144,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Dai,nan
667615,2013-02-20,2013,5.8,3,False,0.6,8.0,8,8,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
560524,2016-01-01,2016,6.0,3,False,1.083,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Trung binh,Trung binh,nan,nan
560821,2017-10-31,2017,6.5,3,False,14.266,80.0,80,80,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
562497,2019-04-12,2019,7.3,3,False,1.253,,114,114,API,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Dai,nan
1003984,2022-08-24,2022,4.667,3,False,1.42,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Thap,Trung binh,nan,nan
561984,2017-07-29,2017,10.0,3,False,0.6,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Cao,Thap,nan,nan
215901,2013-01-01,2013,6.3,3,False,0.718,20.0,,20,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
566545,2019-05-23,2019,8.0,3,False,0.6,89.0,,89,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Ngan,nan
214284,2010-11-01,2010,4.7,3,False,0.6,85.0,,85,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Thap,Ngan,nan
669179,2020-02-27,2020,6.0,3,False,6.513,103.0,103,103,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
762568,2020-11-11,2020,7.0,3,False,2.085,86.0,,86,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
762585,2020-11-29,2020,5.333,3,False,0.6,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Trung binh,Thap,nan,nan
563971,2016-12-13,2016,9.7,3,False,0.6,2.0,2,2,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Ngan,nan
523206,2018-06-13,2018,5.7,3,False,0.6,86.0,,86,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
826934,2020-12-14,2020,7.0,3,False,5.006,75.0,,75,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
826937,2021-01-20,2021,6.333,3,False,4.373,71.0,71,71,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
520339,2016-04-16,2016,6.3,3,False,0.6,69.0,,69,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
45889,2010-02-09,2010,4.333,3,False,2.397,103.0,,103,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
521452,2017-06-16,2017,8.0,3,False,0.6,15.0,,15,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Ngan,nan
521427,2018-03-30,2018,5.7,3,False,0.689,99.0,,99,Gốc,,,,Không có,2809317.0,,2809317,Gốc,,,True,False,True,False,Trung binh,Thap,Trung binh,Thap
527703,2018-02-16,2018,5.7,3,False,1.0,,80,80,API,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
523865,2018-05-11,2018,3.8,3,False,0.6,110.0,110,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Thap,Dai,nan
52852,2000-12-30,2000,4.7,3,False,1.838,92.0,,92,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
147533,2013-09-19,2013,5.3,3,False,1.525,140.0,,140,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
525003,2018-04-26,2018,6.7,3,False,1.222,75.0,,75,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
832584,2021-05-23,2021,9.7,3,False,0.6,103.0,103,103,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Trung binh,nan
519207,2018-04-20,2018,7.7,3,False,1.365,105.0,,105,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Trung binh,nan
516986,2018-04-02,2018,6.3,3,False,0.6,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Trung binh,nan
238270,2003-04-30,2003,6.7,3,False,0.935,124.0,,124,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Dai,nan
517334,2018-05-24,2018,6.0,3,False,2.268,58.0,,58,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
818757,2021-04-16,2021,8.7,3,False,0.95,,110,110,API,,,,Không có,,6781370,6781370,API,,,True,False,True,False,Cao,Thap,Dai,Trung binh
52423,2008-06-05,2008,6.7,3,False,1.963,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
819413,2021-04-16,2021,7.333,3,False,8.604,95.0,,95,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Trung binh,nan
757583,2020-12-04,2020,4.0,3,False,1.826,103.0,,103,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
228687,2013-08-29,2013,6.8,3,False,2.996,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
542330,2018-08-03,2018,7.0,3,False,1.708,99.0,,99,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
1067513,2022-12-30,2022,6.7,3,False,2.154,105.0,76,105,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
539575,2018-04-19,2018,6.0,3,False,0.67,102.0,102,102,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Trung binh,nan
540884,2018-02-16,2018,1.0,3,False,3.961,94.0,,94,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Trung binh,nan
823800,2020-08-31,2020,8.7,3,False,1.74,58.0,,58,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Ngan,nan
823883,2021-02-04,2021,7.3,3,False,6.425,70.0,70,70,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Ngan,nan
529785,2018-06-11,2018,7.7,3,False,0.708,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Cao,Thap,nan,nan
1069564,2023-01-04,2023,4.333,3,False,4.301,85.0,85,85,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Ngan,nan
229557,2009-04-01,2009,5.7,3,False,0.6,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Trung binh,nan
532759,2018-06-22,2018,4.3,3,False,1.368,85.0,,85,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Ngan,nan
532185,2017-10-26,2017,8.667,3,False,0.653,81.0,,81,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Ngan,nan
230543,2013-08-13,2013,1.7,3,False,1.921,114.0,,114,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Dai,nan
608328,2020-08-13,2020,4.0,3,False,2.218,99.0,,99,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
608325,2019-12-12,2019,6.0,3,False,1.604,87.0,,87,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
609256,2019-06-28,2019,6.3,3,False,1.245,99.0,,99,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
784385,2020-08-12,2020,9.3,3,False,0.6,700.0,700,700,Gốc,,,,Không có,,,,Không có,,,True,False,False,True,Cao,Thap,Dai,nan
606860,2003-02-08,2003,6.0,3,False,0.6,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Trung binh,nan
101824,2004-04-13,2004,6.5,3,False,0.6,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Dai,nan
638000,2020-12-03,2020,7.3,3,False,0.809,90.0,,90,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Trung binh,nan
612760,2007-01-10,2007,6.3,3,False,1.4,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Trung binh,Trung binh,nan,nan
612758,2007-01-17,2007,6.3,3,False,0.719,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Trung binh,Thap,nan,nan
612552,2019-07-03,2019,5.333,3,False,4.958,93.0,93,93,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
612759,2007-01-30,2007,6.3,3,False,1.554,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Trung binh,Trung binh,nan,nan
612763,2007-01-24,2007,6.3,3,False,1.182,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Trung binh,Trung binh,nan,nan
612765,2007-02-07,2007,6.3,3,False,0.96,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Trung binh,Thap,nan,nan
188594,2012-11-15,2012,7.0,3,False,3.611,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
611086,2019-01-25,2019,5.7,3,False,0.706,19.0,,19,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
611690,2019-10-25,2019,5.3,3,False,2.147,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Trung binh,Trung binh,nan,nan
638351,2017-01-07,2017,6.2,3,False,1.424,91.0,,91,Gốc,,,,Không có,6821075.0,,6821075,Gốc,,,True,False,True,False,Trung binh,Trung binh,Trung binh,Trung binh
41178,2008-08-21,2008,6.2,3,False,1.303,106.0,,106,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
193709,2013-05-16,2013,5.8,3,False,1.67,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
600706,2019-08-15,2019,6.2,3,False,1.4,95.0,,95,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
644609,2019-08-09,2019,6.7,3,False,1.629,83.0,83,83,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
600198,2019-08-08,2019,10.0,3,False,1.549,107.0,,107,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Dai,nan
645981,2019-11-03,2019,6.0,3,False,0.745,99.0,,99,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Trung binh,nan
785507,2021-01-27,2021,4.0,3,False,2.072,84.0,84,84,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Ngan,nan
50728,2010-04-22,2010,4.3,3,False,1.82,116.0,,116,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Dai,nan
784941,2020-12-11,2020,6.667,3,False,31.955,111.0,111,111,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
172723,2013-02-28,2013,5.7,3,False,1.999,85.0,,85,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
602635,2014-05-23,2014,5.0,3,False,0.6,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Thap,Thap,nan,nan
1012471,2022-07-16,2022,4.7,3,False,1.093,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
631750,2019-07-21,2019,7.3,3,False,0.6,124.0,,124,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Dai,nan
624584,2019-09-26,2019,6.3,3,False,1.246,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
622830,2019-09-06,2019,4.3,3,False,1.4,125.0,,125,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Dai,nan
183048,2006-04-30,2006,6.0,3,False,1.52,94.0,,94,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
774014,2020-12-04,2020,7.3,3,False,1.01,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Cao,Thap,nan,nan
1039376,2022-11-23,2022,6.0,3,False,3.369,101.0,,101,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
627430,2019-09-05,2019,3.667,3,False,1.4,81.0,81,81,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Ngan,nan
628755,2019-07-28,2019,6.7,3,False,1.919,90.0,,90,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
628466,2020-07-01,2020,6.3,3,False,1.099,119.0,,119,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Dai,nan
630698,2019-11-01,2019,3.7,3,False,2.122,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Thap,Trung binh,nan,nan
773625,2021-01-21,2021,5.0,3,False,1.622,99.0,99,99,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
181304,2009-03-28,2009,5.0,3,False,0.6,112.0,,112,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Thap,Dai,nan
178165,2012-06-26,2012,5.3,3,False,0.6,108.0,,108,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Dai,nan
773904,2022-06-08,2022,5.833,3,False,3.822,108.0,,108,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Dai,nan
626109,2017-09-15,2017,7.0,3,False,0.937,18.0,,18,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
42781,2009-07-01,2009,8.0,3,False,1.828,120.0,,120,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Dai,nan
616139,2017-08-25,2017,5.7,3,False,0.6,95.0,,95,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Trung binh,nan
616449,2019-07-18,2019,6.0,3,False,2.286,77.0,,77,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
635690,2019-11-28,2019,6.7,3,False,1.672,93.0,,93,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
779519,2020-11-15,2020,6.0,3,False,0.965,126.0,,126,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Dai,nan
635124,2019-10-05,2019,5.0,3,False,1.446,114.0,,114,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Dai,nan
635164,2019-09-27,2019,6.7,3,False,0.692,93.0,,93,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Trung binh,nan
778150,2020-12-03,2020,4.7,3,False,2.691,97.0,,97,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
109994,2010-04-01,2010,7.0,3,False,3.636,104.0,,104,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Trung binh,nan
1034643,2022-10-12,2022,3.0,3,False,1.143,82.0,82,82,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Ngan,nan
579885,2019-10-24,2019,6.0,3,False,1.082,81.0,,81,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
661504,2019-03-24,2019,9.333,3,False,0.6,83.0,,83,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Ngan,nan
204319,2013-03-07,2013,6.3,3,False,0.757,24.0,,24,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
657531,2019-06-04,2019,4.8,3,False,6.2,,,,Không có,,,,Không có,,,,Không có,,,False,False,False,False,Thap,Cao,nan,nan
586342,2019-04-03,2019,8.5,3,False,2.963,112.0,,112,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Dai,nan
585592,2018-10-26,2018,5.7,3,False,0.6,121.0,,121,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Dai,nan
795793,2021-02-11,2021,5.5,3,False,2.358,80.0,,80,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
770449,2021-08-31,2021,5.0,3,False,1.416,93.0,,93,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
1050090,2022-11-18,2022,7.5,3,False,3.657,76.0,76,76,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Ngan,nan
658811,2019-09-06,2019,4.0,3,False,1.267,96.0,,96,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
109736,2004-02-20,2004,5.0,3,False,4.06,110.0,,110,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Dai,nan
658228,2019-12-05,2019,4.7,3,False,19.334,70.0,70,70,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Ngan,nan
584776,2019-02-21,2019,6.0,3,False,1.559,96.0,,96,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
664291,2020-08-20,2020,3.7,3,False,0.696,82.0,82,82,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Thap,Ngan,nan
1056235,2020-11-26,2020,4.7,3,False,0.6,64.0,64,64,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Thap,Ngan,nan
578844,2019-01-25,2019,5.3,3,False,12.911,71.0,71,71,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Cao,Ngan,nan
799348,2021-01-08,2021,3.5,3,False,5.617,76.0,76,76,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Ngan,nan
579853,2019-02-27,2019,9.0,3,False,1.259,99.0,,99,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Trung binh,nan
579846,2019-03-14,2019,4.333,3,False,1.4,94.0,,94,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
663172,2019-12-25,2019,3.2,3,False,3.2,66.0,66,66,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Ngan,nan
39697,2007-10-25,2007,5.0,3,False,1.952,88.0,,88,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Ngan,nan
168912,2012-02-08,2012,5.0,3,False,0.6,20.0,,20,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Thap,Ngan,nan
168822,2001-12-07,2001,5.3,3,False,1.126,100.0,,100,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
44024,2009-01-15,2009,7.5,3,False,0.6,109.0,,109,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Thap,Dai,nan
791137,2021-02-12,2021,6.3,3,False,2.525,90.0,,90,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Trung binh,nan
791266,2021-01-28,2021,7.0,3,False,1.402,79.0,79,79,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
650273,2019-11-18,2019,1.3,3,False,9.702,77.0,77,77,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Cao,Ngan,nan
792666,2012-07-22,2012,5.5,3,False,0.747,71.0,71,71,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Thap,Ngan,nan
792861,2020-12-02,2020,6.2,3,False,1.119,86.0,,86,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Trung binh,Trung binh,Ngan,nan
593959,2019-02-01,2019,8.7,3,False,3.761,79.0,,79,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Cao,Ngan,nan
168739,2013-02-13,2013,2.0,3,False,2.983,96.0,,96,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Thap,Trung binh,Trung binh,nan
597614,2019-04-28,2019,8.0,3,False,1.4,86.0,,86,Gốc,,,,Không có,,,,Không có,,,True,False,False,False,Cao,Trung binh,Ngan,nan
