MaPhim,TenPhim,DiemDanhGiaTB,SoLuotDanhGia,TrangThai,NgayPhatHanh,DoanhThu,ThoiLuong,PhimNguoiLon,DuongDanAnhNen,NganSach,TrangChu,MaIMDb,NgonNguGoc,TenGoc,TomTatNoiDung,DoPhoBien,DuongDanPoster,CauGioiThieu,TheLoai,CongTySanXuat,QuocGiaSanXuat,NgonNguDuocNoi,TuKhoa,QuocGiaDuocChon,QuocGiaDuocChonText,QuocGiaChinh,NamPhatHanh,TenPhimHienThi,CanBoSungTenTiengAnh,DuSoLuotDanhGia,CoDoanhThu,CoNganSach,ThoiLuongBatThuong,TenPhimTiengAnh,TomTatNoiDungTiengAnh,ThoiLuongAPI,NganSachAPI,DoanhThuAPI,MaIMDbAPI,DaBoSungTuAPI,NguonBoSung,ThoiDiemBoSung,TenPhimHienThiCuoi,ThoiLuongPhanTich,NguonThoiLuong,NganSachPhanTich,NguonNganSach,DoanhThuPhanTich,NguonDoanhThu
408349,My Neighbor's Wife,3.0,4,Released,2016-07-28,,80.0,False,/7IzjzI50HpcIMZ6t0ZBxLUbU8ls.jpg,,,,ko,내 이웃의 아내,"Yoon-jeong asks her mother to take care of her daughter and then she leaves on a secret romantic trip with a man in her neighborhood while her husband is away from home for a business trip. The man and the woman on their secret two night three day trip forget about anything about law, morals, or common sense. They follow their instinct to satisfy the desire for each other’s body all day long. The endless desire would not drive away from her body.",8.913,/qpW0myP5nCSZbSmOS0IhMJYXVkF.jpg,How's it going at the tennis court?,"Romance, Drama",,South Korea,Korean,softcore,['South Korea'],South Korea,South Korea,2016,My Neighbor's Wife,False,False,False,False,False,,,,,,,False,,,My Neighbor's Wife,80,Goc,,Khong co,,Khong co
408321,The Gua Sha Treatment,5.0,4,Released,2001-05-11,,105.0,False,/uHiEaY6nOQREZMn65QilgthKJI6.jpg,,,tt0297928,zh,刮痧,"The painless bruise marks on a child from the traditional Chinese guasha/scraping treatment was mistaken by child protection services as evidence of abuse and neglect, stirring clashes and debates on cultral prejudice and false philanthropy.",2.529,/oyufPPBZ6O7CjPLiyxmPAw2pGgd.jpg,,Drama,,China,"Mandarin, English",,['China'],China,China,2001,The Gua Sha Treatment,False,False,False,False,False,,,,,,,False,,,The Gua Sha Treatment,105,Goc,,Khong co,,Khong co
50143,Mandate: Mission from the Gods,1.5,4,Released,2008-10-30,,87.0,False,/7wva86fKIdZJr6WpU5AStwu0uf1.jpg,,,tt1606283,ko,맨데이트: 신이 주신 임무,"The Whagoklee village, there has been a continuous serial rape murder cases in the past decade. The police has not yet outlined any of it and villagers have left one by one, the town is almost now in ruins. The police abandoned the case and nothing was happened for two years, the town became peaceable again. Then one day, the fear swept over the town with the result an incident that two college women were raped and murdered. CHOI Kang a ghost hunter insisted that it was not by a man but by an evil spirit, as opposed to a police. Another ghost hunter Mr. SHIN that is a press man also came to the village for being after it. The evil which is only visible to CHOI Kang and Mr. SHIN committed a murder by having a string on people. Guess who the real criminal is and what's going to happen next.",1.435,/vLfuKJqutvHX39rIGg5h0aS47ez.jpg,,"Action, Crime, Fantasy",,South Korea,Korean,,['South Korea'],South Korea,South Korea,2008,Mandate: Mission from the Gods,False,False,False,False,False,,,,,,,False,,,Mandate: Mission from the Gods,87,Goc,,Khong co,,Khong co
296711,Love Match,5.0,4,Released,2014-09-11,,85.0,False,/9cmra2tIP8jeNNrluIdPzCUZ1Kb.jpg,,,tt6082388,ko,레쓰링,A sexy comedy about a professor and his female student.,10.564,/lGwvq6eyMuNblGJ3W7y3Zv419Vq.jpg,,"Romance, Comedy",아일랜드픽처스㈜,South Korea,Korean,erotic movie,['South Korea'],South Korea,South Korea,2014,Love Match,False,False,False,False,False,,,,,,,False,,,Love Match,85,Goc,,Khong co,,Khong co
611812,Delicious Room Salon Service,6.8,4,Released,2018-08-09,,66.0,False,/pmEUSfQalBT4K847zJ4f3QnhYG6.jpg,,,,ko,룸싸롱 맛있는 서비스,"A room salon isn't doing well. There's only Min-joo on duty. One day, a beautiful girl called Joo-hee comes looking for a job and Min-joo and her boss gets her to work as a call-girl. The store soon becomes famous for its luxurious treatment and service and sales increase. The owner suggests they move up to Gangnam and they all get excited...",15.447,/1EknJ1pVbnEOgt1Pjy25F9tAX0C.jpg,"Our store is different, come and experience a new kind of service!",Romance,,South Korea,Korean,softcore,['South Korea'],South Korea,South Korea,2018,Delicious Room Salon Service,False,False,False,False,False,,,,,,,False,,,Delicious Room Salon Service,66,Goc,,Khong co,,Khong co
92324,He's on Duty,5.2,4,Released,2010-09-30,,110.0,False,/hiAK1hXhUe1TtuVOiUiwC2TX8ee.jpg,,,tt1838458,ko,방가? 방가!,"A South Korean man named Bang Tae-Sik looks more like someone from Southeast Asia and has difficulties finding employment. One day, Bang Tae-Sik disguises himself as a man from the country of Bhutan named ?Bangga? and succeeds in finding a job. Bang Tae-Sik then witnesses racism that migrant workers face in Korea",3.916,/h5MWfUI2SultmqVW3G4q0IAbQ9y.jpg,Delighted? Delighted!,"Comedy, Romance","Showbox, Cinergy, Daisy Entertainment",South Korea,Korean,romantic comedy,['South Korea'],South Korea,South Korea,2010,He's on Duty,False,False,False,False,False,,,,,,,False,,,He's on Duty,110,Goc,,Khong co,,Khong co
782463,Beijing 2008 Olympic Closing Ceremony,8.8,4,Released,2008-08-24,,125.0,False,/9MDm8YGPZDYEpZ45k802QDYhNzp.jpg,,,tt11188028,zh,2008年第29届北京奥运会闭幕式,,0.868,/qV2pcpXAC75Ey05wlzdNEzuyIIU.jpg,,Documentary,,China,"Mandarin, English",,['China'],China,China,2008,Beijing 2008 Olympic Closing Ceremony,False,False,False,False,False,,,,,,,False,,,Beijing 2008 Olympic Closing Ceremony,125,Goc,,Khong co,,Khong co
773962,The Gossip,5.25,4,Released,2021-06-03,,84.0,False,/sOXSdOPhQArnI5fbxvMLy5lkGgO.jpg,,,tt14787206,ko,썰,"'Jeong-seok', a public official who started a big-gaining part-time VVIP care service that costs a whopping 2 million won a week, visits a mansion in a deserted mountainous village. 'I-ppal', a senior part-timer who has the greatest idea ever, is constantly talking about it as soon as he meets him, and in the meantime, a legendary girl named 'Se-na' appears in front of him. The B-class war of the crazy people begins!",2.384,/rZgHvyqDNOYGRNhJONRTjheVRwF.jpg,Would you listen to me?,"Comedy, Horror, Mystery, Thriller",AD406,South Korea,Korean,,['South Korea'],South Korea,South Korea,2021,The Gossip,False,False,False,False,False,,,,,,,False,,,The Gossip,84,Goc,,Khong co,,Khong co
399902,Taboo: Forbidden Love,7.5,4,Released,2015-09-03,,,False,/al4VRBe39Z6gb5XTGW6lbr3otJj.jpg,,,,ko,타부 : 금지된 사랑,"Eun-ji is a idol trainee who gets abandoned by Jin-tae her sponsor, so she heads back down to her sister Sun-yeong's home. Her first love Joon-hwan is now her brother-in-law so he welcomes her but Sun-yeong treats her like a child and worries that Eun-ji might go down the same path she did when she gave up becoming an idol. Eun-ji and Sun-yeong quarrel often and Joon-hwan comforts Eun-ji every time. Eun-ji starts to depend on him and he also secretly tells her why he quit his job. One day, Sun-yeong goes on a business trip for a week but before she leaves she tells Eun-ji how sorry she is. They share a momemtum with two wooden dolls. All alone by the two of them at home, Eun-ji tries to embrace Joon-hwan's heart by showing him a scrap note she made of his articles. He is grateful for Eun-ji and starts to open up to her. The two of them cross a line that shoud never be crossed and as time goes, they fall deeper and deeper into each other.",2.678,/hLUnGJs21uXkeXoqQA3uhVpqvqc.jpg,,"Drama, Romance",,South Korea,Korean,"love triangle, betrayal, taboo, softcore",['South Korea'],South Korea,South Korea,2015,Taboo: Forbidden Love,False,False,False,False,False,,,,,,,False,,,Taboo: Forbidden Love,,Khong co,,Khong co,,Khong co
611393,Whisper of Silent Body,3.8,4,Released,2019-06-14,,104.0,False,/9lI2AVdOKoo1zlaX5APXmFKICNB.jpg,,,tt10423912,zh,秦明·生死语者,"A corpse that was accidentally discovered raises many questions. Using his blade, forensic doctor Qin Ming cuts through the shocking voice of the dead to find clues that will help track down the murderer. Hailed as the ""corpse whisperer"", Qin Ming has dissected more than 1000 corpses and never once made a single mistake. When a corpse that has been soaked in formalin for six year is discovered to have died of homicide, it causes widespread indignation and doubts about misjudgment. Guided by the clues, Qin Ming is assisted by intern Jia Jia and police captain Lin Tao in an investigation that leads them to a murder case from 16 years ago.",1.175,/qiD70tREP7CZGS0SdEDPso7dTw4.jpg,,"Crime, Mystery",,China,Mandarin,,['China'],China,China,2019,Whisper of Silent Body,False,False,False,False,False,,,,,,,False,,,Whisper of Silent Body,104,Goc,,Khong co,,Khong co
929682,Followers,6.0,4,Released,2021-12-09,,108.0,False,,,,,ko,팔로워,"Yeonhee suddenly disappeared after her SNS account was hacked. Detective Ui-chan, who feels there is a secret behind Yeon-hee's death, who appears as a corpse after a while, investigates the people involved and learns the truth behind Yeon-hee's death.",1.126,/jrFa0ZoNVDx8gQvAq8F687BqYEW.jpg,,Thriller,"Kortop Media, Mygenomebox Studio",South Korea,Korean,,['South Korea'],South Korea,South Korea,2021,Followers,False,False,False,False,False,,,,,,,False,,,Followers,108,Goc,,Khong co,,Khong co
216008,Life Show,6.6,4,Released,2002-05-31,,107.0,False,/wKH8dZ3jXGkbCoIgv8Zm6zyJj6r.jpg,,,tt0342697,zh,生活秀,"The story of a beautiful, single woman who runs a restaurant in inland China, delving into her battle to understand the rapid changes affecting society around her.",0.6,/ggcMbMVoBZeEYt6exFqTzOb14IA.jpg,,Drama,"China Film Group Corporation, Beijing Film Studio",China,"German, Mandarin",,['China'],China,China,2002,Life Show,False,False,False,False,False,,,,,,,False,,,Life Show,107,Goc,,Khong co,,Khong co
290075,Modern Boy,6.75,4,Released,2008-10-02,,121.0,False,/hrZljlT7U4FFIXA5T7pH71Z7Rf0.jpg,,,tt1305131,ko,모던 보이,"During the Japanese occupation, a Korean modern boy, who wants to fit in with the Japanese, falls in love with a Korean freedom fighter.",1.633,/v1EBuMMSUFx7YYnKcQOCRsFFMGb.jpg,What's Harder than Fighting Imperialism? Try Finding Lost Love.,"War, Romance, Drama","CJ Entertainment, Cinema Service",South Korea,Korean,japanese occupation of korea,['South Korea'],South Korea,South Korea,2008,Modern Boy,False,False,False,False,False,,,,,,,False,,,Modern Boy,121,Goc,,Khong co,,Khong co
181439,Alone,5.8,4,Released,2013-01-24,,89.0,False,,,http://www.filmfestivalrotterdam.com/professionals/films/gu-du/,tt2660068,zh,孤独,"Three sisters aged 10, 6 and 4 have to cope more or less on their own in a remote mountainous region of Yunnan. Terrible poverty in China, shown with gripping compassion by today's best documentary maker. Shorter version of Three Sisters, which premiered in Venice.",0.6,/pducffRncWlslLDdFEJBRqsptK3.jpg,,Documentary,,"China, France, Hong Kong",Mandarin,,['China'],China,China,2013,Alone,False,False,False,False,False,,,,,,,False,,,Alone,89,Goc,,Khong co,,Khong co
780316,The Pioneer,6.5,4,Released,2021-07-01,18900000.0,121.0,False,/bKqwS8hSDQfwLivmE8veDeNfzRj.jpg,,,tt14922172,zh,革命者,"The story of Li Dazhao's revolutionary deeds from 1912 to 1927, and the story of the benevolent and revolutionary pioneers who were led by him to devote themselves to the great cause of Marxism",1.808,/hz6joJmN3QOIZV7AGRr95m7NTnw.jpg,,"Drama, History",,China,Mandarin,"revolution, pioneer, chinese communism, 红色主旋律",['China'],China,China,2021,The Pioneer,False,False,True,False,False,,,,,,,False,,,The Pioneer,121,Goc,,Khong co,18900000,Goc
625535,The Rising Star Kindergarten,6.2,4,Released,2007-12-31,,91.0,False,/1R2QO75U1MVOcvEMwusB6zRih4R.jpg,,,tt10805588,zh,遥望南方的童年,A school becomes a family when the childrens' parents go south for work.,0.6,/xb3Eh3f1EWRTrDD3NAVlai7KNdK.jpg,,Drama,,China,Mandarin,,['China'],China,China,2007,The Rising Star Kindergarten,False,False,False,False,False,,,,,,,False,,,The Rising Star Kindergarten,91,Goc,,Khong co,,Khong co
407414,Along the Railway,7.2,4,Released,2000-01-01,,125.0,False,,,https://www.cathayplay.com/along-the-railway,tt2518416,zh,铁路沿线,"This important, patient documentary follows a year in the life of the sidings dwellers who eke out a living, begging, foraging, stealing and sleeping rough near the Baoji railway station in Shaanxi.",0.6,/kYLGUFqmqXDWEKzDsLrJ9JB2fLE.jpg,,Documentary,,China,Mandarin,,['China'],China,China,2000,Along the Railway,False,False,False,False,False,,,,,,,False,,,Along the Railway,125,Goc,,Khong co,,Khong co
806900,Twenty Hacker,5.9,4,Released,2021-03-24,,103.0,False,/rYZY3Q9L9tTy5xqVkDkvHJFIAGF.jpg,,,tt14148196,ko,트웬티 해커,A movie about a white hacker club 'Better World' and a genius hacker 'HEX' having an inevitable showdown with the black hackers as the Songdo International Exchange was hacked in the fourth industrial revolution.,5.0,/yNCZyHoZpddbfwPvE7LA4f8Frac.jpg,,Action,,South Korea,Korean,,['South Korea'],South Korea,South Korea,2021,Twenty Hacker,False,False,False,False,False,,,,,,,False,,,Twenty Hacker,103,Goc,,Khong co,,Khong co
613215,Bridge,9.0,4,Released,2019-06-10,,22.0,False,/i4HNvomwakBR8DKeaC9Ssy3Z5m5.jpg,,,,zh,风雨廊桥,"In the turbulent times of the late Tang Dynasty, a former swordsman has become a weak old man. He has no meaning to his life until one day, he meets a young girl.",0.6,/tVFvcMcAjZmrjkVKStgA0Nwjnh6.jpg,,"Thriller, Drama, Animation",Tianjin Niceboat Culture Communication,China,No Language,,['China'],China,China,2019,Bridge,False,False,False,False,False,,,,,,,False,,,Bridge,22,Goc,,Khong co,,Khong co
613893,Dead Again,3.25,4,Released,2019-07-31,,91.0,False,/ifDV7PwBq9FdfD6ArRiCxKtIa7o.jpg,,,tt4928412,ko,데드 어게인,"Thomas stumbles upon an old diary in an antique district. As he begins to read the haunting tale of love and loss, Thomas realizes the diary carries a terrifying curse. Written many years ago by Jeong Hoon, an aspiring author, anyone merely exposed to the diary becomes a cunning facilitator of the curse.",1.359,/pUEDrUpDQAM9wHbsI12MAqqVGSf.jpg,,"Thriller, Romance, Mystery",50/50 Films DC,"South Korea, United States of America",Korean,occult,['South Korea'],South Korea,South Korea,2019,Dead Again,False,False,False,False,False,,,,,,,False,,,Dead Again,91,Goc,,Khong co,,Khong co
806218,Camellia Sisters 5 - Living Like Royalty,5.5,4,Released,2021-02-12,2000000.0,115.0,False,/bVQvTzIPOCJEIzxedH8YiC0Gq2A.jpg,2000000.0,,,vi,Gái Già Lắm Chiêu V: Những Cuộc Đời Vương Giả,Tensions rise and untold secrets surface for three royals sisters when a family treasure is stolen the night before an antique auction.,0.801,/eISSuHp546otH52LmjytuG2dVMa.jpg,Living Like Royalty,"Comedy, Drama",,Vietnam,Vietnamese,,['Vietnam'],Vietnam,Vietnam,2021,Camellia Sisters 5 - Living Like Royalty,False,False,True,True,False,,,,,,,False,,,Camellia Sisters 5 - Living Like Royalty,115,Goc,2000000,Goc,2000000,Goc
51799,Color Me Love,6.125,4,Released,2010-10-28,,97.0,False,/ePElk4VVsP6FfLpbbOENLfFvStd.jpg,,,tt1639822,zh,我的天空,"The plot is vaguely reminiscent of The Devil Wears Prada. The heroine is a new fashion editor who has to deal with her female boss and boyfriend, an arrogant young painter who has a chaotic past with other girls.",1.004,/6XbqSWGM7qVLwAEDNez8ZurlQ0F.jpg,,"Comedy, Romance",,China,Mandarin,,['China'],China,China,2010,Color Me Love,False,False,False,False,False,,,,,,,False,,,Color Me Love,97,Goc,,Khong co,,Khong co
627097,冰血长津湖,6.8,4,Released,2011-06-01,,,False,/wUfbllKp8FuC5KRXENi2DddRgKr.jpg,,,tt10168044,zh,冰血长津湖,,0.6,/8UUQp6CNF2YYczHybuOnlOwjoOm.jpg,,Documentary,八一电影制片厂,China,Mandarin,"chinese communism, communist propaganda",['China'],China,China,2011,冰血长津湖,True,False,False,False,False,,,,,,,False,,,冰血长津湖,,Khong co,,Khong co,,Khong co
781094,Fight For Love,7.5,4,Released,2020-12-30,,116.0,False,/g46ua4YVlW5VL4ou1YNxMKYWdV3.jpg,,,,zh,陈翔六点半之民间高手,"Thirty years ago ping pong champion Yang Guoqiang gave up the most important competition of his life to take care of his grandson Yang Shuangxi. Now Yang Guoqiang is suffering from Alzheimer's disease, and Yang Shuangxi is moved to learn the truth about that year. To complete his grandfather's life, he persuades several skilled folk table tennis experts to take him on a journey to win the championship",4.178,/rhbIGQ1F5NiDSIiJzXpWx0MyAjx.jpg,,Comedy,,China,Mandarin,,['China'],China,China,2020,Fight For Love,False,False,False,False,False,,,,,,,False,,,Fight For Love,116,Goc,,Khong co,,Khong co
50152,Traces of a Dragon: Jackie Chan & His Lost Family,6.5,4,Released,2003-08-22,,94.0,False,,,,tt0378900,zh,Traces of a Dragon: Jackie Chan & His Lost Family,A surprising look at the past of movie star Jackie Chan and the difficulties of Chinese families during the Culture Revolution.,1.666,/wl51NY4kyq5gOjOxWZiZH3dNEua.jpg,,Documentary,"Jackie & Willie Productions, JCE Movies",China,"Cantonese, Mandarin","immigration, second sino-japanese war (1937-45), woman director",['China'],China,China,2003,Traces of a Dragon: Jackie Chan & His Lost Family,False,False,False,False,False,,,,,,,False,,,Traces of a Dragon: Jackie Chan & His Lost Family,94,Goc,,Khong co,,Khong co
781431,BTS 5th Muster: Magic Shop,10.0,4,Released,2020-04-07,,450.0,False,/loVCi3ztLq7H2ARw4KUdKVTSaje.jpg,,,,en,BTS 5th Muster: Magic Shop,"BTS 5th Muster: Magic Shop was BTS's 5th Muster concert and fan meeting event. It took place from June 15, 2019 to June 23, 2019 in Busan and Seoul, South Korea.",1.688,/fqKwNLDvurc5VVcpJLkl354O09q.jpg,,"Music, Documentary","HYBE, Big Hit Entertainment",South Korea,Korean,"concert, behind the scenes, concert film, k-pop, bts",['South Korea'],South Korea,South Korea,2020,BTS 5th Muster: Magic Shop,False,False,False,False,True,,,,,,,False,,,BTS 5th Muster: Magic Shop,450,Goc,,Khong co,,Khong co
1149485,Oh My School!,6.0,4,Released,2023-07-14,,91.0,False,/rFBV8CsEsJI9G363fUPPAE6FEZA.jpg,,,tt28080961,zh,茶啊二中,"Wang Qiang (Xing Yuanyuan), the most naughty “scumbag” in the third class of junior high school, and Shi Miona (Wang Bowen), a cranky homeroom teacher, accidentally swap bodies. Wang, who had been oppressed for a long time, got a taste of being a homeroom teacher, and Shi also experienced the feeling of being considered the “school scum”. As the date of Shi’s open class competition is approaching, the two urgently need to find a way to change back into their bodies. But first, they’ll have to overcome numerous obstacles…",9.43,/wtit2erYCr3cEWhM6e4rClOUabf.jpg,,"Comedy, Animation","Beijing Enlight Pictures, 吉林省凝羽动画有限公司",China,,,['China'],China,China,2023,Oh My School!,False,False,False,False,False,,,,,,,False,,,Oh My School!,91,Goc,,Khong co,,Khong co
299285,Passages,7.0,4,Released,2004-05-14,,107.0,False,/wFirPMcAYKA7NHTWaPPfoG1XQF6.jpg,,,tt0415948,zh,旅程,Two students travel across rural China looking for some meaning to their lives.,1.081,/1d0SRktb7Suvg4mXnuEb65OApcd.jpg,,Drama,,China,Mandarin,,['China'],China,China,2004,Passages,False,False,False,False,False,,,,,,,False,,,Passages,107,Goc,,Khong co,,Khong co
612756,The Legend of Lu Xiaofeng,6.5,4,Released,2007-01-03,,,False,/7p9CP6Ghw8h82U8r71n4OjutYb1.jpg,,,tt11279028,zh,陆小凤传奇之陆小凤前传,,1.278,/slFbYHYy0urc2GZK2spJcsKCAmH.jpg,,"Action, Adventure, Mystery",电影卫星频道节目制作中心,China,Mandarin,,['China'],China,China,2007,The Legend of Lu Xiaofeng,False,False,False,False,False,,,,,,,False,,,The Legend of Lu Xiaofeng,,Khong co,,Khong co,,Khong co
382139,Mongolian Princess,5.8,4,Released,2015-03-19,,80.0,False,/sIO6Gzo1zRfnxuZsWgG6Gqvg0xX.jpg,,,tt3646936,ko,몽골리안 프린세스,"One day, you fell from the sky. I never knew loving somebody could bring so much happiness. I see the world differently because of you. I am a different person because you live in my heart.",1.035,/xWh6Z8VOJTxHrglvsWHqOHLCmJ4.jpg,,"Drama, Romance",,South Korea,Korean,,['South Korea'],South Korea,South Korea,2015,Mongolian Princess,False,False,False,False,False,,,,,,,False,,,Mongolian Princess,80,Goc,,Khong co,,Khong co
72254,Shanghai Baby,6.5,4,Released,2007-05-18,,93.0,False,/QrPHu6xQleDZGrc74Brnqs5LPm.jpg,8475000.0,,tt0840375,en,Shanghai Baby,"Coco leads an intense life in the lively subculture of the boomtown Shanghai. It revolves around endless nights spent in the Shanghai club and art scene, sex, literature and the writing of her first novel. Her life takes an unexpectedly complicated turn when she suddenly feels attracted to two very opposite men.",3.034,/A6CkysjC5gPBelJkXasSRt2ejym.jpg,,Drama,"Aragon Production Company, Berengar Pfahl Film GmbH, Vhans Fillm Production","China, Germany",English,"based on novel or book, shanghai, china, writer, love affair",['China'],China,China,2007,Shanghai Baby,False,False,False,True,False,,,,,,,False,,,Shanghai Baby,93,Goc,8475000,Goc,,Khong co
52385,Chaos,3.2,4,Released,2008-09-15,,,False,/k8FqldhelsihI9Day5rgN84fdhC.jpg,,,tt1288398,cn,三不管,"In one of the darkest and diverse cultural part in the city, there is a minority group who lives in the place where it is full of despair and frustration. Their desperate living comprises illegal gambling, prostitution as well as drug-dealing. This chaotic region is unique within the city.",1.315,/6vDBGklpjY7j9t8DT41vm2K2Cic.jpg,,"Action, Thriller",,China,Cantonese,,['China'],China,China,2008,Chaos,False,False,False,False,False,,,,,,,False,,,Chaos,,Khong co,,Khong co,,Khong co
390388,Rise,6.2,4,Released,2014-10-31,,100.0,False,/TnYPka4RK5I3pa8q7azqq2oKSW.jpg,,https://www.facebook.com/Huong.Ga.Rise,tt3914400,vi,Hương Ga,A rags to riches story of unusual circumstance. 'Huong Ga - Rise' is the story of Dieu. Chronicling the highs and lows of Vietnam's most notorious female gangsters| this is a woman's journey as she breaks the glass ceiling in a man's word| albeit| a much darker and dangerous existence. Shaded by the influence and lessons of the men in her life: Nhan her childhood sweetheart| her great unrequited love; Hung fifty shades of empty but a great physical attraction; Tung the man of her dreams| husband| lover and friend; and Tan - the gentle man who promises a simpler life. Each of the men in her life contribute to Dieu's great success (and failures) as she climbs to the top of Vietnam's gangster underworld.,2.243,/6AyOYYQg0Nsor4Kt2iuGMo7cS1.jpg,,"Thriller, Action",TNA Entertainment,Vietnam,Vietnamese,,['Vietnam'],Vietnam,Vietnam,2014,Rise,False,False,False,False,False,,,,,,,False,,,Rise,100,Goc,,Khong co,,Khong co
540079,In Character,6.2,4,Released,2018-07-23,,75.0,False,,,,tt7658426,zh,入戏,"Originally as a behind the scene documentary of Ye Jing’s film Songs of the Youth 1969. Director Ye Jing isolates 13 young people in a disused firearms factory, then dresses them in Cultural Revolution-era clothing and has them listen to Cultural Revolution-era music day in and day out as a kind of anthropological experiment.",0.6,/5szmOHE1DGAQ2TIPz5S4DXCbDlU.jpg,,Documentary,,China,Mandarin,,['China'],China,China,2018,In Character,False,False,False,False,False,,,,,,,False,,,In Character,75,Goc,,Khong co,,Khong co
533727,Adulthood,6.5,4,Released,2018-08-23,,92.0,False,/jOpmlcV4B0r7AFgTaKciNGmeOh5.jpg,,,tt7391442,ko,어른도감,"At her dad's funeral, Kyungun meets her uncle Jaemin, a complete stranger. He bilks her father's insurance money. She demands her money back, but he unashamedly refuses. To get her money back, she joins his next scam.",1.453,/3SUPPj9n28tXm8SYFnzcVOyUTf6.jpg,A fourteen year old girl meets her uncle who has never really grown up.,Drama,"Korean Academy of Film Arts, Jinjin Pictures, Korean Film Council",South Korea,Korean,,['South Korea'],South Korea,South Korea,2018,Adulthood,False,False,False,False,False,,,,,,,False,,,Adulthood,92,Goc,,Khong co,,Khong co
88400,When China Met Africa,5.4,4,Released,2011-10-07,,90.0,False,,,,tt1540816,en,When China Met Africa,A cinematic feature documentary about China's foray into Africa told through the lives of Chinese adventurers &amp; Zambian power brokers as they negotiate the tricky waters of this rapidly expanding and vital relationship.,0.6,/1gkXw4YpiUWjn5H87Uigo0AEBPI.jpg,,Documentary,,"Zambia, China",,black gold,['China'],China,China,2011,When China Met Africa,False,False,False,False,False,,,,,,,False,,,When China Met Africa,90,Goc,,Khong co,,Khong co
391892,Eclipse,6.0,4,Released,2016-03-30,,103.0,False,/zdp4VXSHc9fKJZJEDi0j0wRHJqn.jpg,,,tt6689400,ko,커터,"Yoon Jae moves to a new high school and starts hanging out with Se Joon, a mysterious student. Needing money for his sickly mother, Yoon Jae accepts a job offer by Se Joon. However, he doesn't exactly know what it is.",1.582,/3mSRXdwokQRTl6TpJ4w9VkGNn4T.jpg,,"Drama, Crime",,South Korea,Korean,,['South Korea'],South Korea,South Korea,2016,Eclipse,False,False,False,False,False,,,,,,,False,,,Eclipse,103,Goc,,Khong co,,Khong co
194319,Bliss,5.8,4,Released,2006-08-10,,96.0,False,,,,tt0829114,zh,Bliss,"The film follows a family in the central Chinese city of Chongqing made up of retired policeman Li (He Xingquan), his second wife Zhang (Guan Jiangge) and their two sons from former marriages. Neither of the younger generation are doing too well, with Li’s son Jianjun (Liao Zhong) working long hours as a taxi driver, putting strain on his new marriage, and Zhang’s son Xiaolei (Xu Tao) running wild with a gang of hooligans. After Li is sent the ashes of his ex-wife, he begins the search for a new family burial plot, at the same time trying to hold their lives together.",0.61,/14wE11WTbbpbWKb7gSPFj5CDOKj.jpg,,,,China,Mandarin,,['China'],China,China,2006,Bliss,False,False,False,False,False,,,,,,,False,,,Bliss,96,Goc,,Khong co,,Khong co
770204,Cockroach Tide,7.5,4,Released,2020-11-27,,88.0,False,/bjhcUTBj2I9YVdTv3yLQfRpXMOz.jpg,,,,zh,蟑潮,"As humans develop faster and faster, more and more garbage is produced, and environmental pollution is becoming more and more serious. With the global advocacy of environmental protection, PDR Biotech uses gene fusion technology to create a “super cockroach” that claims to be able to quickly eliminate any garbage and is safe and controllable. Company leader Victor is ambitious and wants to use the super cockroach to change the world, so he rented the entire freighter with the super cockroach to show technology to the world. Unexpectedly, on the way to the destination, hundreds of thousands of super cockroaches on the ship suddenly lost control and attacked and swallowed all the creatures on the ship.",1.4,/1XIlkSuj1fyEcUxMATgBDJ9QzrG.jpg,,"Thriller, Science Fiction",,China,Mandarin,,['China'],China,China,2020,Cockroach Tide,False,False,False,False,False,,,,,,,False,,,Cockroach Tide,88,Goc,,Khong co,,Khong co
231364,Following the Ninth: In the Footsteps of Beethoven's Final Symphony,8.8,4,Released,2012-02-10,,80.0,False,,450000.0,,tt1147543,en,Following the Ninth: In the Footsteps of Beethoven's Final Symphony,"Part road trip, part adventure story, FOLLOWING THE NINTH is an inspirational film about Beethoven's Choral Symphony, its majestic power to liberate us, to shield us against suffering, to provide hope and resilience during dark times. Filmed on five continents and in 12 countries, FOLLOWING THE NINTH is the story of four lives that have been transformed and repaired by the music, expressed most vividly in the prophecy of the Ode to Joy: “Alle Menschen werden Brüder”(All Men Will Be Brothers).",0.6,,,"Documentary, History, Drama",,"Germany, United Kingdom, United States of America, Austria, China, Chile, Japan, South Africa",English,,['China'],China,China,2012,Following the Ninth: In the Footsteps of Beethoven's Final Symphony,False,False,False,True,False,,,,,,,False,,,Following the Ninth: In the Footsteps of Beethoven's Final Symphony,80,Goc,450000,Goc,,Khong co
